media_group_id,country,project,media_article_0,media_article_1,media_article_2,media_article_3,media_article_4,media_article_5,media_article_6,media_article_7,media_article_8,media_article_9,media_article_10,media_article_11,media_article_12,media_article_13,media_article_14,media_article_15,media_article_16,media_article_17,media_article_18,media_article_19,media_article_20,media_article_21,media_article_22,media_article_23,media_article_24,media_article_25,media_article_26,media_article_27,media_article_28,media_article_29,media_article_30,media_label_0,media_label_1,media_label_2,media_label_3,media_label_4,media_label_5,media_label_6,media_label_7,media_label_8,media_label_9,media_label_10,media_label_11,media_label_12,media_label_13,media_label_14,media_label_15,media_label_16,media_label_17,media_label_18,media_label_19,media_label_20,media_label_21,media_label_22,media_label_23,media_label_24
LDA_c1_g3,1,media,European Broadcasting Union,Yle,India News,Axel Springer SE,Rossiya Segodnya,Diapers,Anadolu Agency,Concentration of media ownership,World news,News agency,Interfax,Pier Silvio Berlusconi,Women in journalism,All-Russia State Television and Radio Broadcasting Company,Zee TV,Media of Turkey,Alexander Lebedev,Grupo Globo,State media,Media of Russia,Russia Insider,Agence France-Presse,Anadolu Agency,Women in journalism,Interfax,Television in Russia,India News,Bertelsmann,ABP Group,Voice of Russia,Alexander Lebedev,russian,freedom,sage publications,reporters without borders,,academic journal,communications by country,mass media by location,media by country,country,woman,government,cultural media,media,journalists,freedom house,culture by country,medium,,press,news agency,news_agency,,journalist,
LDA_c6_g33,6,media,RTL Group,Communications in the United States,Group Nine Media,CNBC Awaaz,Video on demand,Media of Canada,Middle East Broadcasting Center,NBCUniversal,YouTube,BBC,Vevo,Shaw Communications,Bell Pottinger,American Broadcasting Company,Televisa,ABP News,The Times of Israel,MLB Advanced Media,Mistake,News ticker,CNN en Español,Hibu,Mainstream media,Gannett,WION (TV channel),21st Century Fox,LiveLeak,Radio Télévision Libre des Mille Collines,Sun TV Network,Tom Wheeler,ABP Ananda,,,,television by year,,cable television,service,tv,pay television,media companies by country,programming,united states,broadcast,india,media companies by year of establishment,television by country,news,,company,launched,television networks by country,network,channel,youtube,
kmeans_plain_c0_g4,0,media,Hindustan Times,ABP Ananda,Punjab Kesari,NDTV India,Rajasthan Patrika,Jalsha Movies,Radia tapes controversy,Hindustan (newspaper),Eros Now,Quiz,Times Now,Aaj Tak,ABP Group,History of newspaper publishing,Zee Entertainment Enterprises,Ei Samay Sangbadpatra,D B Corp Ltd.,Pakistan Electronic Media Regulatory Authority,Anandabazar Patrika,The Times Group,India TV,ABP News,Mahaka Media,Sun TV Network,Sony Aath,Maharashtra Times,Geo TV,Pandit,Zee TV,Dainik Bhaskar,TEN Cricket,political,law,hindi,india,india,national,news media of india,washington post,pakistan,hindi,channels,english,mumbai,launched,,,delhi,references,media in india,media in india by city,media companies of india,editorial,indian,media in india by medium,
LDA_c2_g11,2,media,Culture industry,Social media analytics,Mass communication,Press release,Social media in education,Manuel Castells,Crisis communication,Whistleblower,Narcotizing dysfunction,Mass media,Corporate media,Content analysis,User-generated content,Commercial art,Product placement,Lying press,Sound bite,Non-denial denial,Overchoice,Non-apology apology,Controversy,Target audience,Documentary film,Celebrity culture,Multichannel marketing,New World Information and Communication Order,Organization for Transformative Works,Political communication,Mistake,Churnalism,Silence,,communication,communication,society,information,medium,,mass media,,advertising,,social_media,social,references,research,,social media,studies,behavior,communication studies,people,use,,social sciences,marketing
kmeans_augmented_c5_g17,5,media,Key grip,Lists of celebrities,Organization for Transformative Works,Human voice,All Songs Considered,Wilhelm scream,YouTube,Gimmick,Napster,Wolverine in other media,Screen International,Uproxx,Lmao,Celebrity culture,EMI Music Publishing,Andy Warhol,Chris Crocker,Ingmar Bergman,Channel Awesome,Emma Freud,YouTube Rewind,The Factory,Future Shock,Best boy,Subliminal stimuli,Future plc,EMI,Leo Burnett,Web series,Sexuality in music videos,Vision (Marvel Comics),april,,youtube,fox,production,film,entertainment occupations,music,arts,broadcasting,film,character,entertainment,,years,released,films,filmmaking,abc,film theory,screenplay,features,programme,artists,jazz
kmeans_plain_c2_g0,2,media,Mistake,Stock sound effect,Music,Television advertisement,Hotel Transylvania (franchise),More Demi Moore,All Songs Considered,Chris Crocker,Home video,Lists of singers,Entertainment,Jazz,Video game,Movie star,Production designer,The Entertainment Capital of the World,Primetime Emmy Award for Outstanding Animated Program,Leo Burnett,Mainstream,YouTube Rewind,Scenic design,Key grip,Fangoria,Viral video,Women in music,Wolverine in other media,Location manager,Andy Warhol,Dannielynn Birkhead paternity case,Galaxy Science Fiction,Web television,film,programme,jazz,films,entertainment,youtube,filmmaking,years,screenplay,fox,arts,released,music,filmmaking,,production,artists,character,abc,april,,broadcasting,features,film theory,film
LDA_c6_g4,6,media,Canadian Broadcasting Corporation,American Broadcasting Company,Dow Jones & Company,Lagardère Group,CNN controversies,Gujarat Samachar,Maharashtra Times,The Times of Israel,Naming rights,Al Arabiya,InfoWars,CNN en Español,HT Media,Tamarind,Dick Clark Productions,Mazhavil Manorama,NBC,ALTBalaji,Web series,Cision,MLB Advanced Media,YTV (TV channel),EMI Music Publishing,Sleeping Giants,GMA Network (company),BBC News (TV channel),History of Fox News,Christian Broadcasting Network,Pakistan Remote Sensing Satellite,Advance Publications,Xfinity Streampix,media companies by country,youtube,united states,,india,news,,,network,service,,broadcast,tv,,launched,channel,media companies by year of establishment,company,cable television,programming,television networks by country,television by country,,television by year,pay television
LDA_c5_g2,5,media,ISDB,Color television,Acoustics,Radio,Music censorship,XAVC,Cable television,Program and System Information Protocol,Chrominance,Electronic news-gathering,WiDi,Rock and roll,Motion graphic design,Sampling (music),CD-ROM,Human voice,High Efficiency Video Coding,NTSC,Magnetic tape,DTS (sound system),Digital audio,Mixtape,OpenELEC,DVD recordable,Tamarind,Digital signage,Digital radio,Video,Zoo TV Tour,Avid Technology,GNU Health,,system,software,digital media,video,media formats,music,,jazz,media technology,standard,electronics,video,audio,moving picture experts group,dvd,,high efficiency video coding,use,standards,record,,systems,uses,developed
kmeans_plain_c6_g10,6,media,Roone Arledge,Barack Obama on social media,Rush Limbaugh,The Jerusalem Post,ProPublica,Disinformation,Edward R. Murrow,Non-apology apology,Atrocity propaganda,Muckraker,Foreign Affairs,The Real News,Cult of personality,Sound bite,The Daily Stormer,Pulitzer Prize,Censorship,Al Franken,Non-denial denial,Conflict-of-interest editing on Wikipedia,Incipit,Caitlin Moran,Fairness and Accuracy in Reporting,Media Research Center,Tamarind,Time (magazine),Alternative media,Media portrayal of the Ukrainian crisis,Satanic panic (South Africa),Black Legend,Gio Benitez,american journalists,president,years,abc news,post,propaganda,claim,times,births by decade,new york times,politics of the united states,pulitzer prize,isbn,states,,cbs,reporting,life,production,find,msnbc,the new york times,media in the united states,war,american
LDA_c5_g13,5,media,Module file,CD-ROM,Cassette tape,Raees (soundtrack),Television,High Efficiency Video Coding,DVD recordable,Google Video,Timecode,Musical ensemble,Lists of singers,Soul music,Lmao,OpenELEC,8-track tape,Digital signal processor,Chroma subsampling,Radio,Rainbow Books,Popular music,DTS (sound system),Non-linear media,Timecode,PAL,Satellite television,Color television,Google Video,Video,GNU Health,Kodi (software),Digital video,media formats,record,use,,high efficiency video coding,media technology,music,system,,,moving picture experts group,developed,digital media,audio,uses,electronics,systems,software,jazz,standards,video,video,standard,dvd,
kmeans_augmented_c5_g22,5,media,History of music,Northern soul,Scandal,Sexuality in music videos,Documentary film,GLAAD,Watershed (broadcasting),Creative director,Caitlin Moran,Blues,Lighting technician,Television advertisement,Graphic violence,Script supervisor,Doctor Doom in other media,Jayne Mansfield-Sophia Loren photo,Zine,Lists of singers,Product placement,Film festival,Cinematographer,Jazz,Film director,Hotel Transylvania (franchise),Wilhelm scream,Chris Crocker,Four-leaf clover,Organization for Transformative Works,Video game,Monte Lipman,David Lean,abc,programme,released,music,screenplay,film,film,april,youtube,films,arts,fox,broadcasting,features,entertainment occupations,,years,filmmaking,,film theory,production,artists,character,jazz,entertainment
kmeans_plain_c6_g20,6,media,Dan Abrams,USA Today,Cult of personality,Dan Harris (journalist),Whistleblower,Caesar's Messiah,Polandball,RT (TV network),The Washington Post,Lmao,Sean Hannity,Tokenism,Adbusters,Robert Novak,The Young Turks,The Guardian,History of propaganda,Ynetnews,Radio Télévision Libre des Mille Collines,CNN effect,Alternative media,The Times of Israel,Body worn video,C-SPAN,Culture of fear,Whataboutism,Grub Street,Women in journalism,National Post,Ted Koppel,Army Times,msnbc,abc news,isbn,,media in the united states,production,births by decade,politics of the united states,claim,post,states,reporting,the new york times,propaganda,american,new york times,cbs,pulitzer prize,years,war,times,life,american journalists,president,find
kmeans_augmented_c0_g4,0,media,Reuters,Factoid,Fairness and Accuracy in Reporting,ProPublica,Frank Reynolds,Grub Street,Mediaite,Muckraker,Dan Harris (journalist),Pulitzer Prize for Investigative Reporting,Adbusters,Jet (magazine),Media bias in the United States,Ms. (magazine),Newsweek,New Journalism,The New York Times,Satanic panic (South Africa),Baby Powder,The Real News,Non-denial denial,Alfred Eisenstaedt,Pulitzer Prize for Criticism,J. Walter Thompson,Media circus,CNN effect,Racial bias in criminal news in the United States,Donny Deutsch,Whistleblower,LGBT in Islam,Hustler Magazine v. Falwell,pulitzer prize,american,the new york times,propaganda,,media in the united states,american journalists,life,times,cnn,,isbn,years,new york times,journalism,find,states,american journalism,man,war,claim,politics of the united states,describe,reporting,post
kmeans_plain_c6_g27,6,media,Pulitzer Prize for Public Service,Gio Benitez,Ars Technica,Ted Koppel,Censorship in the Soviet Union,Charlie Rose,Jessica McClure,J. Walter Thompson,John Stossel,Non-denial denial,Plame affair,Caitlin Moran,The Daily Telegraph,Rush Limbaugh–Sandra Fluke controversy,McClatchy,Alfred Eisenstaedt,Satellite,Tabloid journalism,Foreign Affairs,Media of the United States,Culture jamming,Serial (podcast),LGBT rights in Pakistan,Robert Novak,Ladies' Home Journal,Anonymous (group),Media circus,C-SPAN,Pulitzer Prize for Criticism,Polandball,Mistakes were made,reporting,states,times,isbn,,american journalists,find,births by decade,new york times,president,politics of the united states,media in the united states,abc news,the new york times,msnbc,propaganda,war,american,cbs,claim,production,years,post,life,pulitzer prize
kmeans_augmented_c6_g16,6,media,Rossiya Segodnya,Telegraph Media Group,Public inquiry,Ofcom,La Repubblica,I (newspaper),TalkTalk TV,TNT (Russian TV channel),Dubai Media City,Virgin TV,STS (TV channel),Corriere della Sera,Yomiuri Shimbun,Mega Channel,Agence France-Presse,ERTU,Axel Springer SE,Antena 3 (Spain),Berliner (format),IHS Markit,Bell Pottinger,Country code top-level domain,Televisión Española,Baby Powder,BeIN Media Group,BeIN Channels Network,GMA Network (company),Telewizja Polska,Singapore Press Holdings,Eurosport,Mondo TV,serve,service,media in europe by country,edition,united kingdom,radio station,establishments in europe by year,media by country,establishments by country and year,establishments by year and country,radio,bbc,broadcast,tv,regional,media,london,group,newspaper,news,reference,reporters without borders,government,bbc,community
LDA_c4_g0,4,media,Canon Inc.,Mamiya,Focus puller,Thomas Edison,Pentax,Camera operator,Film scanner,Gaffer (filmmaking),Camera,Glossary of motion picture terms,Panavision,Print design,Production assistant,Tamarind,Holography,Photography,Film,Cinematography,Lighting technician,History of printing,Best boy,360-degree video,Nikon,Video camera,Sony α7S II,Dolly grip,Thomson Corporation,Assistant director,Digital photography,Location manager,Key grip,lenses,required,,film crew,camera,lists by city in canada,,light,film,,image,canada-related lists,canada,cbc,cameras,lists of media by city in canada,screenplay,categories by city in canada,use,ctv,dt,lists of canadian media,filmmaking,television,lens
kmeans_plain_c5_g2,5,media,Nielsen Corporation,FX (TV channel),Canadian Radio-television and Telecommunications Commission,El Rey Network,Matt Shepard (sportscaster),Simulcast,YTV (TV channel),E. W. Scripps Company,Meredith Corporation,CNN en Español,HBO Now,Mistake,A&E Networks,Media of Canada,"Kenneth Thomson, 2nd Baron Thomson of Fleet",Discovery Channel,DuMont Television Network,E!,Cox Media Group,Rogers Communications,Lynn Smith,Sling TV,Tribune Media,Ben Sherwood,Logo of NBC,Mario Impemba,Peter Chernin,Toronto Star,The Globe and Mail,21st Century Fox,Ted Turner,platform,nbc,new york city,broadcasting,media companies of the united states,television in the united states,media companies by year of establishment,marketing,stations,canada,television broadcasting companies of the united states,company,,software,access,cable,offer,,owned,programming,canada,establishments in the united states by year,cable television,network,united states
LDA_c6_g15,6,media,CNN controversies,Tamarind,Paramount Network,Federal Communications Commission,Free Speech TV,Viacom,Sumner Redstone,Vevo,Viral video,Ynetnews,Corus Entertainment,A&E Networks,Wattpad,Aaj Tak,Communications in the United States,Movies Anywhere,Network18 Group,Hubbard Broadcasting,Content ID (algorithm),Shari Redstone,Bloomberg L.P.,NDTV India,McClatchy,Vivendi,NBC chimes,Anonymous (group),Star Jalsha,StarPlus,Big Think,Dainik Jagran,Dick Clark Productions,united states,pay television,media companies by year of establishment,cable television,news,india,media companies by country,,tv,launched,youtube,television by year,television by country,network,service,television networks by country,programming,channel,,,broadcast,,,company,
