technology_group_id,country,project,technology_article_0,technology_article_1,technology_article_2,technology_article_3,technology_article_4,technology_article_5,technology_article_6,technology_article_7,technology_article_8,technology_article_9,technology_article_10,technology_article_11,technology_article_12,technology_article_13,technology_article_14,technology_article_15,technology_article_16,technology_article_17,technology_article_18,technology_article_19,technology_article_20,technology_article_21,technology_article_22,technology_article_23,technology_article_24,technology_article_25,technology_article_26,technology_article_27,technology_article_28,technology_article_29,technology_article_30,technology_label_0,technology_label_1,technology_label_2,technology_label_3,technology_label_4,technology_label_5,technology_label_6,technology_label_7,technology_label_8,technology_label_9,technology_label_10,technology_label_11,technology_label_12,technology_label_13,technology_label_14,technology_label_15,technology_label_16,technology_label_17,technology_label_18,technology_label_19,technology_label_20,technology_label_21,technology_label_22,technology_label_23,technology_label_24
kmeans_plain_c6_g16,6,technology,Specification (technical standard),Technological unemployment,Technology,Artificial intelligence,Serum,Document management system,Just-in-time manufacturing,Product design,Troubleshooting,Requirement,Control system,Quality management,Software design,Research,Computer engineering,Technological convergence,Petroleum engineering,Health,Recommender system,École Polytechnique,Pharmacology,Materials science,Hype cycle,Program evaluation and review technique,Neolithic Revolution,E-procurement,Risk,Disruptive innovation,Aerospace engineering,State of the art,Information,academic disciplines,information,institute,main topic classifications,technology,research,information technology,,like,computer,university,sell,app,engineering,innovation,,technological,human,technological change,number,introduce,,technology,subfields by academic discipline,management
LDA_c3_g0,3,technology,Information,Old Town Road,Medical device,Software design,Control engineering,Bioinformatics,Six Sigma,Technology readiness level,Transcranial magnetic stimulation,Rebreather,Troubleshooting,Risk,Risk assessment,Breathalyzer,Diffusion of innovations,Reliability engineering,Architectural engineering,Laboratory information management system,Chemical engineering,Ventricular assist device,Communication,Specification (technical standard),Quality management,Personal protective equipment,Dangerous goods,Pharmacology,State of the art,Biomechanics,Research,Technical drawing,Service-level agreement,information,example,,technology,product,analysis,examples,,design,information technology,management,references,,system,requirements,engineering,systems science,model,subfields by academic discipline,process,,main topic classifications,academic disciplines,systems,management by type
LDA_c6_g4,6,technology,Smelting,Oil lamp,Artificial turf,Mimeograph,CN Tower,Amundsen–Scott South Pole Station,History of books,Scalpel,Smelting,Limelight,Concertina wire,Technological and industrial history of the United States,Spinning jenny,Machining,Ruler,Loader (equipment),Skeleton key,Robot,Laundry,Paper size,Daguerreotype,Agricultural machinery,Timeline of United States inventions (before 1890),Limbo,Mary Babnik Brown,Castile soap,Pen,Arcology,Pykrete,Conveyor belt,Ship breaking,construction,equipment,steel,century,history of technology,,iron,references,mill,machine,kent,large,construction,works,early,tools,england,design,industrial revolution,history,hardlines (retail),,tool,work,machines
LDA_c0_g30,0,technology,Single-page application,Smart meter,Pager,Infineon Technologies,SAP SE,HTTPS,Blended learning,Zune,Stingray phone tracker,Hewlett-Packard,NASA spinoff technologies,Dell Technologies,Wireless LAN,Software engineer,Novell,ICloud,Bomis,TomTom,Sony,Information technology,Necklace,Firmware,Planned obsolescence,E-procurement,Growth hacking,GPS navigation device,Electric smoking system,BIOS,Mass communication,World Wide Web,OS X Mavericks,smartphone,android ,technology by year,system,,service,research,mobile phones,,companies by industry and year of establishment,services,,,wi-fi,business,technology,university,computer-related introductions by year,,united states,new,,computers,apple inc.,company
kmeans_augmented_c4_g13,4,technology,Mobile payment,ICloud,OS X Mavericks,BlackBerry,Overclocking,Vimeo,History of Google,Avaya,GSM,Mobile phone tracking,Hitachi Magic Wand,SAP SE,Necklace,IPhone 6S,San Francisco,I Am Rich,BlackBerry Limited,History of video games,Haptic technology,Chief technology officer,Contactless payment,Mobile phone,Pager,Vevo,Graphing calculator,Apple File System,M-Pesa,HTTPS,Transport Layer Security,Stingray phone tracker,IPhone,technology by year,android ,steam,company,building,phone,computer-related introductions by year,google,wi-fi,features,announced,computers,smartphone,unit,cut,support,android,released,software,users,product introductions by year,,apple inc.,motor,mobile phones
LDA_c0_g20,0,technology,BlackBerry,GSM,Windows Phone,Braces,National Institute of Standards and Technology,Smart TV,Java servlet,Open-source hardware,Optical disc,Smart grid,Graphics,Miracast,Global issue,Wi-Fi,Intuit,FieldTurf,Microsoft,GPS navigation device,Chief technology officer,Sun Microsystems,Online advertising,IBM,Science and technology in India,YouTube TV,Wireless LAN,7 nanometer,IPhone XR,MQTT,PlayStation,Smart card,IOS,wi-fi,,smartphone,computers,,,united states,system,companies by industry and year of establishment,,service,company,mobile phones,research,,business,services,apple inc.,,university,technology,android ,new,technology by year,computer-related introductions by year
kmeans_augmented_c6_g26,6,technology,CN Tower,Prosthesis,Wheel,Food preservation,Sieve,Spinning jenny,Flashlight,Blueprint,Street light,Agricultural machinery,Air fryer,Wrought iron,Lightning rod,Traffic light,Love lock,Torch,Wootz steel,Factory,Toilet,Torx,Vacuum cleaner,Toilet-related injuries and deaths,Papermaking,Abdomen,Bed,Electronic cigarette,Ball bearing,Gadget,Loader (equipment),Daguerreotype,Edison screw,wood,equipment,england,manufactured goods,,hardlines (retail),focus,century,,history,,paper,references,tools,produced,inventions by country,idea,term,establish,cast iron,printing,communication,invented,industrial revolution,machine
LDA_c2_g5,2,technology,Electrical grid,Dynamo,Resistance thermometer,Analog signal,Arithmetic logic unit,Serum,Stopwatch,Photovoltaic system,Telephone exchange,HDMI,SCART,Programmable logic controller,Spectrogram,Three-phase electric power,Calipers,Rechargeable battery,Surge protector,USB,Wavelength-division multiplexing,Wire,Display device,Electric motor,Modem,Surface-mount technology,Beamforming,Transmitter,Load cell,Solar lamp,Chronograph,Fiber-optic communication,Wheatstone bridge,,voltage,,electronics,devices,signals,magnetic field,power,device,circuit,transistor,electronics,light,signal,,electromagnetism,system,electrical components,design,electrical engineering,electricity,frequency,,alternating current,
kmeans_augmented_c1_g6,1,technology,Carbon sequestration,Wastewater treatment,Sump pump,Water turbine,Dangerous goods,Solar thermal energy,Distillation,Arc welding,Vacuum pump,Thermosetting polymer,Oxy-fuel welding and cutting,Fertilizer,Evaporative cooler,Food irradiation,American Revolutionary War,Thermal insulation,Foam,Shell and tube heat exchanger,Anodizing,Centrifugal pump,Engineering drawing,Bioreactor,Pressure vessel,Coordinate-measuring machine,Die casting,Absorption refrigerator,Cavitation,Recycling,Biodegradable plastic,Engineered wood,Solar water heating,fire,pressure,,materials,metal,temperature,process,building materials,chemistry,manufacturing,valve,battery,building engineering,electricity,plastic,polymer,flow,water,tube,output,high,industrial processes,material,,processes
LDA_c3_g12,3,technology,Manufacturing,Computer vision,Chemical engineering,Human factors and ergonomics,Software maintenance,Program evaluation and review technique,Mammography,Transcranial magnetic stimulation,Artificial intelligence,Six Sigma,Scientific method,Proof of concept,Technology acceptance model,Technical drawing,Civil engineering,Technical writing,Information management,Cyber-physical system,Computer simulation,Necklace,Computer programming,Ventricular assist device,Industrial design,Specification (technical standard),Computing,Engineering drawing,Swift (programming language),Technology readiness level,Project,Architectural drawing,Environmental science,engineering,analysis,requirements,,management,systems,examples,model,management by type,subfields by academic discipline,product,academic disciplines,main topic classifications,references,systems science,system,,,,process,example,information,technology,information technology,design
LDA_c1_g2,1,technology,Paper,The Lion King,Quantum dot display,3D printing,Inkjet printing,Creosote,Carnot heat engine,Waterproofing,Glass production,Microwave oven,Shelf life,Pressure vessel,Cavitation,Home appliance,Materials science,Vacuum pump,Die casting,Semiconductor,Oriented strand board,Geotechnical engineering,Recycling,Electrostatic precipitator,Electronic paper,Carbon dioxide removal,Heat sink,Electrochemical cell,Autoclave,Nickel–cadmium battery,Bioplastic,Heat engine,Evaporative cooler,materials,manufacturing,material,industrial processes,,,polymer,process,,,materials,,glass,chemistry,water,,produce,temperature,artificial materials,surface,metal,,paper,,plastic
LDA_c6_g14,6,technology,Photography,Projector,Thomas Edison,Porcelain,Pencil,Fountain pen,Robert Fulton,Torch,Lenticular printing,Windmill,Crossbow,Suspension bridge,Eadweard Muybridge,Factory,Combine harvester,Typewriter,Old Town Road,Mimeograph,Victoria and Albert Museum,Wrought iron,Pykrete,Stenotype,Agricultural machinery,Societal collapse,Assembly line,Pascal's calculator,Compass (drawing tool),Limelight,Oil lamp,Knot,Pen,century,steel,machine,machines,kent,history,tool,construction,large,early,works,design,iron,references,tools,construction,hardlines (retail),work,mill,,equipment,,history of technology,england,industrial revolution
kmeans_augmented_c1_g20,1,technology,Nondestructive testing,Bioplastic,Condenser (heat transfer),Vacuum pump,Biodiesel,Sand casting,Thermosetting polymer,Solar thermal energy,Machining,Oxy-fuel welding and cutting,Fiberglass,Cavitation,Reinforced concrete,Hot-melt adhesive,Gas cylinder,Biodegradable plastic,Geotechnical engineering,Carbon sequestration,Rolling (metalworking),Vapor-compression refrigeration,Structural engineering,Insecticide,Conveyor belt,Old Town Road,Construction,Wastewater treatment,Air filter,Concentrated solar power,Oriented strand board,Particle board,Waste-to-energy,,building materials,manufacturing,materials,battery,material,valve,pressure,temperature,output,processes,fire,high,polymer,metal,,water,plastic,process,tube,building engineering,electricity,industrial processes,chemistry,flow
kmeans_plain_c4_g28,4,technology,Mass production,Flashlight,Abacus,Sanitary sewer,Street light,Vantablack,Glow stick,Architectural drawing,Wrought iron,Creosote,Mimeograph,Factory,Watt steam engine,Spinning jenny,Limbo,Pulp (paper),Tram,Torx,Wheel,Recumbent bicycle,Knot,Lawn mower,Block and tackle,Screen printing,Home appliance,Kiln,Lighter,Monkey wrench,Metal detector,Composting toilet,Simple machine,machine,century,idea,england,hardlines (retail),paper,tools,industrial revolution,,establish,manufactured goods,equipment,references,,invented,inventions by country,inventor,term,wood,,communication,history,produced,focus,printing
kmeans_augmented_c4_g1,4,technology,Magic Leap,PlayStation Vita,Kara Swisher,GameCube,Microsoft Windows,Hard disk drive,Xiaomi,Mobile operating system,Mobile phone tracking,Computer data storage,OS X Yosemite,Abdomen,Optical disc,I Am Rich,IBM System i,Solid-state drive,Radio-frequency identification,Fitbit,Xamarin,History of Google,BlackBerry,ICloud,Google Play,IPod Classic,Arithmetic logic unit,Mobile phone,General Electric,ITunes,Novell,Zune,Memory card,computer-related introductions by year,android ,wi-fi,mobile phones,unit,computers,cut,smartphone,company,apple inc.,announced,building,support,released,product introductions by year,,android,steam,phone,google,features,technology by year,software,motor,users
kmeans_plain_c0_g5,0,technology,Land mine,American Revolutionary War,Fat Man,Flight instruments,Ammunition,Nuclear weapons testing,Autocannon,Kevlar,Joint Direct Attack Munition,Project Habakkuk,Trinity (nuclear test),Concertina wire,Nuclear reactor,Avionics,Amundsen–Scott South Pole Station,Little Boy,Bazooka,Chaff (countermeasure),Technology during World War I,Limpet mine,Directed-energy weapon,Torpedo,Gyroscope,Turbofan,Ship breaking,Depth charge,Jet engine,Propeller,Nuclear weapon design,NASA,Stealth technology,aircraft,military science,force,weapons,weapon,dry,fiber,ship,,war,,submarine,remove,aerospace engineering,world war ii,radar,navy,british,part,aircraft,flight,united,military technology,,particle
kmeans_plain_c5_g3,5,technology,Flow measurement,Freeze-drying,Arc welding,American Revolutionary War,Distillation,Engineering fit,Thermal insulation,Wind turbine,Photovoltaic system,Mineral wool,Hydraulic pump,Inconel,Carbon dioxide removal,Waterproofing,Cavitation,Geotechnical engineering,Thermosetting polymer,Sintering,Hot-melt adhesive,Thermoplastic,Carbon sequestration,Submersible pump,Chemical industry,Pressure vessel,Ultimate tensile strength,Evaporative cooler,Expansion joint,Wastewater treatment,Oil refinery,Air filter,Oriented strand board,valve,flow,,electricity,pressure,,,polymer,manufacturing,processes,fire,material,chemistry,materials,process,battery,metal,building engineering,temperature,output,plastic,water,tube,chemical engineering,industrial processes
kmeans_augmented_c6_g14,6,technology,Necessity is the mother of invention,Glass,Pigment,Fiber,Petronas Towers,Mimeograph,Street light,Photography,Three-age system,Crane (machine),Do it yourself,CN Tower,Invention,History of books,Air fryer,Stenotype,Edison screw,Orthotics,Blueprint,Siphon,Bumblebee,Beacon,Bronze Age,Tool,Creosote,Stent,Camera obscura,Traffic light,Barbed wire,Watt steam engine,Machine tool,machine,focus,cast iron,wood,england,industrial revolution,hardlines (retail),paper,,establish,,century,tools,history,invented,manufactured goods,term,produced,references,idea,,inventions by country,printing,equipment,communication
kmeans_plain_c5_g2,5,technology,Centrifugal pump,Load cell,Petroleum industry,Electrical discharge machining,Nonwoven fabric,Hydraulic head,Glass production,Energy storage,Coolant,Anemometer,Shell and tube heat exchanger,Old Town Road,Bioplastic,Carbon fiber reinforced polymer,Oil well,Autoclave,Vapor-compression refrigeration,Machining,Pressure regulator,Personal protective equipment,Spot welding,Polylactic acid,Engineered wood,Nondestructive testing,Fiberglass,Check valve,Passivation (chemistry),Rolling (metalworking),Solenoid valve,Abrasive blasting,Smelting,material,pressure,materials,process,chemical engineering,,metal,,chemistry,flow,valve,tube,industrial processes,fire,output,,temperature,manufacturing,battery,plastic,processes,electricity,building engineering,water,polymer
